0, 0, 0, 0, 0, 272, 58, 125, 0, 0, 0, 132, 223, 0, 0, 0, 0, 0, 0, 0
0, 15, 52, 108, 0, 112, 57, 135, 177, 360, 179, 256, 113, 0, 0, 55, 39, 38, 102, 0
0, 47, 59, 107, 0, 0, 0, 0, 0, 95, 0, 41, 0, 0, 48, 62, 0, 0, 0, 0
0, 59, 19, 97, 0, 0, 0, 20, 103, 263, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0
0, 57, 19, 193, 0, 0, 25, 70, 66, 114, 38, 38, 40, 39, 101, 0, 0, 0, 0, 0
0, 53, 73, 189, 54, 38, 55, 43, 0, 0, 0, 0, 0, 8, 81, 0, 0, 0, 0, 0
0, 36, 19, 167, 0, 0, 0, 19, 0, 0, 0, 137, 39, 38, 199, 76, 77, 79, 82, 0
0, 0, 0, 192, 25, 0, 0, 42, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 38, 0
69, 66, 0, 133, 243, 29, 0, 20, 18, 73, 39, 172, 14, 0, 0, 0, 0, 0, 73, 0
0, 38, 0, 0, 145, 182, 352, 229, 456, 168, 125, 328, 0, 0, 0, 0, 0, 0, 0, 0
0, 293, 38, 38, 188, 0, 0, 0, 0, 53, 53, 33, 19, 19, 43, 38, 39, 38, 176, 0
0, 0, 0, 0, 96, 0, 0, 0, 0, 93, 19, 0, 0, 0, 19, 0, 0, 0, 79, 0
0, 0, 0, 56, 148, 38, 39, 38, 38, 41, 76, 39, 126, 0, 76, 37, 59, 38, 110, 0
0, 0, 0, 309, 57, 58, 58, 63, 58, 57, 387, 0, 38, 0, 0, 57, 101, 0, 0, 0
0, 0, 0, 142, 0, 0, 0, 0, 0, 0, 136, 0, 65, 0, 0, 57, 0, 0, 33, 55
0, 0, 0, 429, 152, 131, 146, 114, 338, 0, 133, 0, 53, 48, 38, 186, 59, 120, 62, 0
0, 0, 187, 163, 0, 0, 0, 0, 434, 0, 163, 0, 80, 47, 0, 0, 0, 38, 0, 0
0, 615, 167, 0, 0, 0, 0, 0, 0, 0, 153, 0, 47, 81, 65, 0, 0, 39, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 187, 0, 0, 0, 0, 0, 0, 39, 0, 0
0, 174, 177, 77, 77, 76, 78, 76, 76, 200, 190, 0, 0, 0, 0, 0, 0, 36, 0, 0
