,x,y,time,keys,pressed,sofar,pressed_times,on_a_button
0,310,287,62885,,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[[0, 0, 0, 0, 0, 0, 0, 0]]",0
1,310,287,62955,,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[[0, 0, 0, 0, 0, 0, 0, 0]]",0
2,310,287,62968,,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[[0, 0, 0, 0, 0, 0, 0, 0]]",0
3,310,287,62981,,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[[0, 0, 0, 0, 0, 0, 0, 0]]",0
4,310,287,62994,,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[[0, 0, 0, 0, 0, 0, 0, 0]]",0
5,310,287,63006,,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[[0, 0, 0, 0, 0, 0, 0, 0]]",0
6,310,287,63023,,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[[0, 0, 0, 0, 0, 0, 0, 0]]",0
7,310,287,63039,,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[[0, 0, 0, 0, 0, 0, 0, 0]]",0
8,310,287,63061,,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[[0, 0, 0, 0, 0, 0, 0, 0]]",0
9,310,287,63073,,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[[0, 0, 0, 0, 0, 0, 0, 0]]",0
10,310,287,63089,,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[[0, 0, 0, 0, 0, 0, 0, 0]]",0
11,310,287,63106,,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[[0, 0, 0, 0, 0, 0, 0, 0]]",0
12,310,287,63123,,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[[0, 0, 0, 0, 0, 0, 0, 0]]",0
13,310,287,63139,,"[0, 0, 0, 0, 0, 0, 0, 0]",0,"[[0, 0, 0, 0, 0, 0, 0, 0]]",0
